transaction_id,product_id,transaction_date,transaction_time,transaction_type,quantity,from_warehouse,to_warehouse,unit_cost,total_value,reference_id,employee_id
INV0000254,ELEC-000101,2020-10-07,19:12:44,Ship,-50,WH07,,340.87,,,EMP00098
INV0000255,CLTH-000479,2023-05-18,16:25:07,Count,0,WH06,,86.2,,,EMP00089
INV0000256,TOYS-001967,2020-05-20,19:54:21,Receive,63,WH03,,43.35,2731.05,PO60980,EMP00063
INV0000257,ELEC-000031,2019-08-02,02:12:40,Receive,12,WH07,,373.6,4483.2,PO67453,EMP00041
INV0000258,FURN-002872,2023-03-22,04:18:30,Ship,-9,WH08,,240.92,,,EMP00004
INV0000259,HOME-000664,2021-09-24,09:18:47,Receive,130,WH08,,95.38,12399.4,PO59771,EMP00039
INV0000260,FURN-002711,2021-10-21,23:18:09,Ship,-22,WH04,,508.95,,,EMP00042
INV0000261,FURN-002807,2019-12-30,03:03:36,Receive,56,WH06,,247.21,13843.76,PO70637,EMP00001
INV0000262,CLTH-000422,2023-01-06,23:00:26,Receive,182,WH06,,48.37,8803.34,PO17296,EMP00050
INV0000263,JEWL-002438,2023-03-03,15:08:11,Ship,-3,WH02,,59.82,,,EMP00046
INV0000264,CLTH-000489,2019-11-18,06:53:52,Ship,-20,WH06,,27.78,,,EMP00029
INV0000265,CLTH-000358,2021-05-05,22:35:36,Adjust,-4,WH05,,144.76,,,EMP00053
INV0000266,BOOK-002390,2022-05-30,05:27:56,Return,3,WH01,,20.22,60.66,,EMP00089
INV0000267,TOYS-001960,2021-02-08,06:54:25,Ship,-47,WH06,,33.0,,,EMP00047
INV0000268,SPRT-001807,2023-07-05,20:00:35,Receive,138,WH03,,98.61,13608.18,PO52239,EMP00024
INV0000269,HOME-000724,2023-01-10,14:52:26,Transfer,13,WH07,WH03,31.7,412.1,,EMP00065
INV0000270,JEWL-002482,2022-10-20,01:56:42,Receive,142,WH06,,226.29,32133.18,PO77836,EMP00018
INV0000271,ELEC-000078,2021-08-13,16:58:28,Receive,87,WH06,,107.49,9351.63,PO42238,EMP00032
INV0000272,JEWL-002698,2019-11-17,20:59:17,Receive,55,WH06,,27.64,1520.2,PO27255,EMP00026
INV0000273,GROC-000786,2023-12-24,05:32:43,Return,2,WH04,,239.79,479.58,,EMP00076
INV0000274,CLTH-000362,2021-04-09,07:21:25,Ship,-35,WH08,,48.17,,,EMP00085
INV0000275,AUTO-002133,2019-12-08,10:30:22,Ship,-19,WH06,,27.79,,,EMP00087
INV0000276,JEWL-002571,2020-10-18,21:19:58,Receive,23,WH06,,578.48,13305.04,PO89568,EMP00060
INV0000277,GRDN-003155,2022-05-15,22:22:50,Ship,-34,WH08,,15.83,,,EMP00082
INV0000278,CLTH-000233,2020-12-17,12:27:23,Receive,171,WH07,,81.08,13864.68,PO30267,EMP00018
INV0000279,CLTH-000210,2019-07-19,21:43:19,Receive,57,WH04,,54.3,3095.1,PO74664,EMP00013
INV0000280,BOOK-002245,2022-11-18,19:28:25,Receive,68,WH03,,30.59,2080.12,PO51725,EMP00043
INV0000281,ELEC-000032,2019-09-02,15:11:57,Ship,-36,WH02,,406.31,,,EMP00009
INV0000282,AUTO-002050,2021-05-14,11:07:31,Return,1,WH07,,36.41,36.41,,EMP00097
INV0000283,FURN-003110,2019-11-08,17:24:52,Ship,-30,WH03,,90.78,,,EMP00013
INV0000284,HOME-000531,2021-12-13,05:19:58,Ship,-13,WH04,,84.61,,,EMP00011
INV0000285,CLTH-000401,2023-01-31,13:53:08,Receive,73,WH07,,13.76,1004.48,PO34839,EMP00085
INV0000286,TOYS-001990,2020-09-15,16:48:35,Receive,113,WH03,,29.97,3386.61,PO66405,EMP00003
INV0000287,ELEC-000038,2020-11-07,18:29:31,Transfer,20,WH08,WH07,593.37,11867.4,,EMP00057
INV0000288,GROC-000906,2019-09-30,21:22:18,Receive,22,WH02,,21.59,474.98,PO99753,EMP00047
INV0000289,GROC-000917,2021-12-17,07:19:17,Receive,178,WH06,,58.3,10377.4,PO68140,EMP00056
INV0000290,FURN-003005,2022-05-15,09:07:04,Receive,35,WH05,,590.9,20681.5,PO28253,EMP00052
INV0000291,CLTH-000492,2021-01-29,11:25:53,Count,0,WH03,,20.91,,,EMP00054
INV0000292,TOYS-001867,2021-09-29,19:09:52,Receive,54,WH05,,44.53,2404.62,PO77064,EMP00094
INV0000293,FURN-002798,2019-09-05,02:14:25,Receive,171,WH01,,595.06,101755.26,PO72184,EMP00078
INV0000294,BEAU-001252,2023-11-02,05:40:53,Receive,153,WH05,,40.96,6266.88,PO54322,EMP00034
INV0000295,AUTO-002073,2020-03-31,12:51:17,Receive,120,WH04,,69.25,8310.0,PO34361,EMP00082
INV0000296,ELEC-000105,2020-02-07,18:24:14,Receive,81,WH01,,178.84,14486.04,PO62563,EMP00045
INV0000297,GROC-001143,2022-12-22,12:16:27,Receive,38,WH04,,22.83,867.54,PO90133,EMP00054
INV0000298,BEAU-001464,2023-11-28,12:08:13,Adjust,2,WH06,,49.07,98.14,,EMP00006
INV0000299,CLTH-000227,2021-06-16,19:30:14,Adjust,9,WH05,,130.26,1172.34,,EMP00089
INV0000300,SPRT-001479,2022-05-03,17:58:56,Receive,86,WH04,,113.41,9753.26,PO93537,EMP00095
INV0000301,BOOK-002262,2020-04-08,12:07:24,Receive,26,WH03,,26.02,676.52,PO12874,EMP00061
INV0000302,CLTH-000414,2022-12-17,21:27:44,Receive,73,WH01,,193.62,14134.26,PO28864,EMP00067
INV0000303,GROC-001083,2021-05-03,03:14:40,Receive,178,WH07,,35.8,6372.4,PO31507,EMP00064
INV0000304,FURN-002914,2023-07-01,02:49:15,Adjust,6,WH03,,129.9,779.4,,EMP00025
INV0000305,GROC-000952,2021-01-24,19:41:09,Adjust,-4,WH02,,5.22,,,EMP00045
INV0000306,ELEC-000031,2020-04-30,02:19:47,Ship,-5,WH04,,373.6,,,EMP00038
INV0000307,JEWL-002579,2023-12-14,08:13:26,Count,0,WH06,,395.34,,,EMP00044
INV0000308,FURN-002961,2021-02-24,11:23:26,Return,5,WH02,,290.05,1450.25,,EMP00081
INV0000309,FURN-003037,2023-08-31,12:12:29,Ship,-35,WH01,,267.22,,,EMP00045
INV0000310,BEAU-001454,2022-05-23,15:11:41,Adjust,-8,WH08,,65.64,,,EMP00007
INV0000311,ELEC-000134,2022-04-23,07:38:59,Ship,-30,WH06,,49.67,,,EMP00017
INV0000312,BEAU-001396,2021-02-18,07:55:33,Receive,17,WH06,,19.05,323.85,PO90311,EMP00034
INV0000313,GROC-000820,2022-04-18,20:25:46,Ship,-44,WH01,,12.62,,,EMP00072
INV0000314,FURN-002806,2021-06-20,03:00:54,Receive,64,WH07,,426.63,27304.32,PO46197,EMP00099
INV0000315,FURN-002715,2021-07-12,15:13:07,Transfer,50,WH07,WH08,421.69,21084.5,,EMP00048
INV0000316,JEWL-002640,2019-12-04,13:03:15,Receive,80,WH08,,582.16,46572.8,PO93961,EMP00092
INV0000317,AUTO-002103,2023-04-30,11:23:36,Receive,74,WH02,,65.8,4869.2,PO12249,EMP00099
INV0000318,BOOK-002299,2021-12-09,05:35:54,Receive,67,WH08,,31.35,2100.45,PO82247,EMP00037
INV0000319,GROC-000887,2019-12-06,02:29:28,Receive,60,WH03,,42.38,2542.8,PO63249,EMP00064
INV0000320,AUTO-002121,2020-09-29,18:55:56,Adjust,8,WH05,,97.54,780.32,,EMP00084
INV0000321,BOOK-002332,2021-07-20,15:11:08,Ship,-30,WH07,,12.06,,,EMP00022
INV0000322,SPRT-001796,2023-04-07,07:11:43,Receive,100,WH04,,118.02,11802.0,PO37741,EMP00059
INV0000323,GROC-000789,2019-12-27,15:52:28,Ship,-24,WH01,,9.06,,,EMP00026
INV0000324,FURN-002890,2021-02-06,22:57:35,Ship,-35,WH02,,621.09,,,EMP00035
INV0000325,HOME-000709,2023-08-14,20:08:32,Receive,161,WH08,,79.27,12762.47,PO51689,EMP00097
INV0000326,JEWL-002443,2020-12-06,14:02:47,Receive,42,WH06,,339.23,14247.66,PO77091,EMP00067
INV0000327,SPRT-001682,2019-08-04,07:54:24,Receive,23,WH02,,63.66,1464.18,PO67262,EMP00074
INV0000328,FURN-002765,2021-04-01,05:41:13,Ship,-33,WH07,,135.01,,,EMP00036
INV0000329,GROC-000820,2021-06-04,12:00:08,Ship,-27,WH03,,12.62,,,EMP00034
INV0000330,GROC-000826,2023-07-16,09:53:07,Transfer,21,WH03,WH05,5.09,106.89,,EMP00002
INV0000331,CLTH-000406,2021-08-10,15:26:25,Ship,-6,WH05,,63.15,,,EMP00060
INV0000332,BEAU-001436,2022-02-07,15:58:29,Receive,98,WH07,,14.95,1465.1,PO12504,EMP00072
INV0000333,BOOK-002201,2022-11-11,17:55:05,Ship,-42,WH08,,31.61,,,EMP00039
INV0000334,SPRT-001696,2023-10-20,11:06:36,Receive,114,WH07,,127.8,14569.2,PO40971,EMP00026
INV0000335,GROC-000976,2020-07-10,05:51:52,Adjust,-6,WH07,,35.69,,,EMP00070
INV0000336,JEWL-002538,2022-12-11,19:50:04,Receive,94,WH02,,537.93,50565.42,PO49618,EMP00100
INV0000337,FURN-002998,2021-08-21,06:58:27,Receive,132,WH07,,718.27,94811.64,PO42449,EMP00063
INV0000338,CLTH-000455,2020-06-20,09:20:07,Receive,33,WH06,,65.53,2162.49,PO56999,EMP00100
INV0000339,JEWL-002449,2023-04-17,23:54:57,Receive,66,WH07,,698.8,46120.8,PO32278,EMP00023
INV0000340,GROC-000992,2020-04-11,01:23:25,Ship,-32,WH07,,12.21,,,EMP00066
INV0000341,ELEC-000067,2022-01-13,21:38:34,Ship,-19,WH02,,598.76,,,EMP00029
INV0000342,TOYS-001836,2021-02-02,13:35:23,Receive,120,WH07,,62.31,7477.2,PO21820,EMP00060
INV0000343,FURN-002867,2020-01-27,20:42:08,Ship,-13,WH05,,219.21,,,EMP00080
INV0000344,FURN-002710,2020-09-07,18:45:55,Ship,-38,WH03,,38.98,,,EMP00092
INV0000345,TOYS-001940,2021-08-02,23:50:02,Receive,176,WH04,,38.76,6821.76,PO18735,EMP00076
INV0000346,TOYS-001954,2019-08-25,11:08:09,Receive,32,WH08,,58.82,1882.24,PO51537,EMP00017
INV0000347,ELEC-000036,2021-05-01,10:15:31,Receive,55,WH01,,779.18,42854.9,PO52788,EMP00006
INV0000348,SPRT-001482,2023-01-10,08:19:48,Ship,-24,WH02,,146.29,,,EMP00051
INV0000349,JEWL-002632,2022-09-08,14:24:31,Receive,186,WH05,,525.98,97832.28,PO79076,EMP00085
INV0000350,SPRT-001780,2023-05-29,14:50:56,Adjust,0,WH07,,155.83,,,EMP00071
INV0000351,HOME-000732,2021-07-10,11:31:29,Transfer,-28,WH02,WH01,66.41,,,EMP00070
INV0000352,BOOK-002387,2023-08-13,13:17:08,Ship,-9,WH01,,22.27,,,EMP00036
INV0000353,HOME-000547,2023-06-23,18:16:26,Ship,-11,WH06,,149.02,,,EMP00034
INV0000354,TOYS-001984,2022-07-19,07:37:13,Ship,-31,WH06,,28.34,,,EMP00072
INV0000355,GRDN-003255,2022-05-13,22:34:52,Ship,-29,WH01,,34.88,,,EMP00042
INV0000356,HOME-000712,2022-01-20,13:20:19,Ship,-16,WH06,,24.82,,,EMP00046
INV0000357,HOME-000571,2022-06-13,22:23:16,Receive,181,WH01,,142.26,25749.06,PO76663,EMP00045
INV0000358,GRDN-003201,2023-07-03,14:44:13,Transfer,49,WH04,WH02,12.88,631.12,,EMP00091
INV0000359,JEWL-002623,2020-12-04,10:03:37,Receive,59,WH04,,619.66,36559.94,PO54530,EMP00008
INV0000360,BEAU-001328,2022-12-31,09:14:03,Receive,172,WH01,,17.36,2985.92,PO50121,EMP00047
INV0000361,JEWL-002525,2023-11-11,10:00:45,Ship,-2,WH02,,654.03,,,EMP00036
INV0000362,TOYS-001990,2023-05-22,11:31:02,Receive,71,WH03,,29.97,2127.87,PO27886,EMP00010
INV0000363,BEAU-001208,2023-08-28,07:08:16,Receive,111,WH04,,51.96,5767.56,PO93818,EMP00021
INV0000364,FURN-003000,2023-08-27,17:52:40,Receive,161,WH08,,675.92,108823.12,PO36543,EMP00070
INV0000365,FURN-003016,2021-09-11,01:32:43,Ship,-41,WH02,,210.04,,,EMP00017
INV0000366,JEWL-002536,2023-07-26,17:34:04,Receive,189,WH06,,358.48,67752.72,PO37244,EMP00078
INV0000367,ELEC-000092,2021-02-28,06:22:58,Return,2,WH04,,407.0,814.0,,EMP00060
INV0000368,ELEC-000029,2022-01-25,23:26:45,Receive,193,WH08,,68.32,13185.76,PO17461,EMP00028
INV0000369,ELEC-000139,2023-01-19,05:37:55,Receive,72,WH06,,157.93,11370.96,PO40398,EMP00071
INV0000370,HOME-000694,2020-08-07,14:35:41,Receive,33,WH08,,80.17,2645.61,PO11553,EMP00060
INV0000371,AUTO-002023,2023-05-30,01:20:55,Ship,-19,WH02,,62.51,,,EMP00060
INV0000372,GRDN-003151,2022-11-10,09:11:55,Adjust,-4,WH05,,19.84,,,EMP00018
INV0000373,GRDN-003204,2023-11-27,04:25:26,Receive,39,WH07,,6.36,248.04,PO99578,EMP00065
INV0000374,SPRT-001633,2020-07-16,02:32:49,Ship,-31,WH03,,91.97,,,EMP00077
INV0000375,GROC-001129,2022-10-17,17:33:20,Receive,128,WH02,,39.58,5066.24,PO23941,EMP00035
INV0000376,HOME-000563,2020-08-21,11:21:13,Ship,-20,WH07,,89.4,,,EMP00091
INV0000377,SPRT-001627,2020-12-25,20:36:54,Receive,164,WH03,,95.9,15727.6,PO85933,EMP00057
INV0000378,BOOK-002341,2022-10-05,00:01:20,Transfer,9,WH01,WH04,21.46,193.14,,EMP00056
INV0000379,SPRT-001582,2020-11-08,15:26:15,Receive,10,WH07,,53.53,535.3,PO63666,EMP00016
INV0000380,FURN-002757,2020-11-19,06:21:01,Receive,93,WH03,,596.1,55437.3,PO80529,EMP00015
INV0000381,SPRT-001817,2021-12-13,23:35:07,Receive,120,WH01,,47.73,5727.6,PO78914,EMP00100
INV0000382,CLTH-000438,2021-07-31,00:54:26,Receive,80,WH05,,66.32,5305.6,PO49179,EMP00069
INV0000383,ELEC-000052,2020-08-19,22:46:11,Receive,80,WH05,,603.45,48276.0,PO61778,EMP00086
INV0000384,TOYS-001999,2021-10-09,07:03:47,Receive,156,WH02,,34.57,5392.92,PO71987,EMP00007
INV0000385,HOME-000545,2020-04-09,03:13:09,Receive,115,WH02,,134.7,15490.5,PO47131,EMP00077
INV0000386,ELEC-000050,2022-03-13,18:39:17,Return,3,WH05,,590.25,1770.75,,EMP00037
INV0000387,JEWL-002637,2019-08-12,07:13:21,Ship,-15,WH04,,722.75,,,EMP00014
INV0000388,FURN-002877,2023-09-12,18:29:01,Ship,-39,WH01,,898.37,,,EMP00089
INV0000389,CLTH-000371,2020-12-10,09:19:38,Ship,-44,WH05,,121.82,,,EMP00049
INV0000390,GROC-000905,2022-03-12,20:34:54,Adjust,-3,WH04,,52.06,,,EMP00027
INV0000391,TOYS-001849,2021-09-15,12:23:44,Receive,85,WH08,,21.56,1832.6,PO93820,EMP00049
INV0000392,TOYS-001832,2019-11-08,12:09:18,Receive,13,WH02,,48.17,626.21,PO33509,EMP00059
INV0000393,CLTH-000270,2019-12-12,20:41:07,Receive,157,WH02,,88.44,13885.08,PO91767,EMP00078
INV0000394,GROC-001014,2022-06-02,15:26:26,Receive,170,WH08,,3.68,625.6,PO63053,EMP00022
INV0000395,BOOK-002399,2020-01-20,14:24:41,Receive,38,WH05,,43.8,1664.4,PO42449,EMP00020
INV0000396,SPRT-001539,2022-06-15,00:53:54,Return,1,WH01,,136.97,136.97,,EMP00057
INV0000397,JEWL-002689,2023-08-09,17:01:24,Ship,-9,WH04,,329.32,,,EMP00067
INV0000398,BEAU-001420,2023-03-20,09:23:17,Receive,32,WH03,,30.24,967.68,PO17294,EMP00046
INV0000399,GRDN-003170,2023-01-16,01:52:56,Receive,92,WH05,,16.19,1489.48,PO60028,EMP00089
INV0000400,GROC-000994,2020-06-26,10:13:01,Receive,146,WH02,,18.28,2668.88,PO57559,EMP00018
INV0000401,FURN-002885,2021-09-09,18:58:28,Receive,105,WH07,,297.48,31235.4,PO66025,EMP00051
INV0000402,GRDN-003242,2022-03-03,09:06:52,Adjust,0,WH07,,24.28,,,EMP00095
INV0000403,GROC-000816,2021-06-23,16:39:13,Receive,24,WH07,,6.04,144.96,PO11102,EMP00001
INV0000404,ELEC-000016,2019-11-03,07:10:24,Receive,151,WH05,,563.26,85052.26,PO24690,EMP00053
INV0000405,SPRT-001674,2020-08-06,11:52:42,Receive,74,WH04,,138.4,10241.6,PO41441,EMP00092
INV0000406,BOOK-002254,2021-12-11,16:49:00,Ship,-26,WH04,,16.98,,,EMP00054
INV0000407,FURN-002894,2022-05-01,23:22:50,Receive,141,WH01,,94.54,13330.14,PO66199,EMP00004
INV0000408,AUTO-002035,2019-12-30,19:53:08,Receive,47,WH06,,114.15,5365.05,PO59571,EMP00022
INV0000409,TOYS-001980,2020-12-29,00:34:33,Receive,45,WH07,,67.68,3045.6,PO39050,EMP00011
INV0000410,HOME-000606,2019-11-06,19:21:14,Adjust,10,WH06,,52.32,523.2,,EMP00086
INV0000411,HOME-000567,2022-08-08,19:38:12,Receive,106,WH02,,27.27,2890.62,PO98459,EMP00028
INV0000412,GROC-000930,2020-04-22,10:34:48,Receive,187,WH08,,17.79,3326.73,PO86612,EMP00049
INV0000413,GROC-000739,2022-07-30,11:35:05,Adjust,0,WH03,,48.66,,,EMP00034
INV0000414,GROC-000736,2023-11-28,07:15:57,Receive,131,WH03,,15.02,1967.62,PO98556,EMP00057
INV0000415,GROC-001029,2021-05-18,07:55:41,Ship,-22,WH07,,3.21,,,EMP00056
INV0000416,FURN-002876,2019-08-04,23:29:29,Receive,161,WH06,,496.83,79989.63,PO60620,EMP00018
INV0000417,CLTH-000321,2021-07-05,09:02:27,Receive,108,WH02,,119.4,12895.2,PO65990,EMP00053
INV0000418,GROC-000990,2020-09-16,13:21:58,Return,5,WH04,,3.97,19.85,,EMP00003
INV0000419,GRDN-003258,2019-10-24,01:22:44,Receive,176,WH01,,15.61,2747.36,PO21111,EMP00078
INV0000420,JEWL-002544,2020-08-06,00:13:33,Receive,32,WH05,,342.74,10967.68,PO36983,EMP00026
INV0000421,BEAU-001242,2023-08-06,23:00:26,Receive,185,WH07,,9.63,1781.55,PO25737,EMP00054
INV0000422,GROC-000954,2019-12-28,21:21:07,Receive,191,WH04,,14.17,2706.47,PO27552,EMP00007
INV0000423,BEAU-001305,2022-01-16,10:01:09,Receive,36,WH02,,58.79,2116.44,PO63106,EMP00058
INV0000424,TOYS-001910,2021-10-25,18:54:01,Ship,-38,WH02,,9.05,,,EMP00099
INV0000425,BEAU-001271,2021-01-25,15:53:18,Receive,74,WH04,,8.59,635.66,PO95941,EMP00007
INV0000426,CLTH-000438,2020-05-02,02:25:05,Receive,38,WH07,,66.32,2520.16,PO77146,EMP00096
INV0000427,GROC-001031,2023-08-15,19:40:17,Count,0,WH02,,25.77,,,EMP00064
INV0000428,CLTH-000160,2021-01-24,20:22:57,Receive,85,WH01,,156.88,13334.8,PO32505,EMP00090
INV0000429,JEWL-002549,2023-10-19,16:48:52,Receive,46,WH05,,430.55,19805.3,PO62726,EMP00073
INV0000430,GROC-000932,2019-12-03,18:17:55,Receive,149,WH07,,12.22,1820.78,PO81622,EMP00026
INV0000431,HOME-000557,2020-03-12,21:27:54,Count,0,WH01,,107.73,,,EMP00021
INV0000432,HOME-000679,2020-06-30,15:35:52,Receive,160,WH03,,599.45,95912.0,PO59435,EMP00002
INV0000433,SPRT-001811,2020-06-07,19:18:02,Receive,110,WH04,,22.73,2500.3,PO72312,EMP00035
INV0000434,GROC-000830,2023-12-08,04:41:59,Receive,25,WH05,,28.89,722.25,PO43946,EMP00054
INV0000435,JEWL-002673,2021-02-27,09:51:56,Transfer,-42,WH02,WH01,67.75,,,EMP00076
INV0000436,SPRT-001554,2023-03-24,14:19:53,Receive,177,WH08,,173.73,30750.21,PO45876,EMP00086
INV0000437,SPRT-001757,2022-06-16,05:27:31,Adjust,4,WH02,,151.68,606.72,,EMP00019
INV0000438,BOOK-002261,2023-04-08,20:14:37,Receive,189,WH03,,47.36,8951.04,PO38991,EMP00018
INV0000439,GRDN-003210,2019-10-15,14:14:07,Receive,97,WH08,,15.87,1539.39,PO46950,EMP00072
INV0000440,SPRT-001478,2022-03-24,12:31:05,Return,4,WH04,,126.0,504.0,,EMP00074
INV0000441,BOOK-002374,2020-09-16,07:13:16,Receive,116,WH03,,38.47,4462.52,PO77440,EMP00069
INV0000442,FURN-002855,2022-12-11,22:25:09,Adjust,1,WH02,,241.14,241.14,,EMP00086
INV0000443,FURN-003046,2022-11-02,08:43:32,Receive,186,WH02,,429.07,79807.02,PO81560,EMP00100
INV0000444,CLTH-000255,2020-03-17,22:16:03,Receive,10,WH01,,47.95,479.5,PO89669,EMP00058
INV0000445,GRDN-003125,2021-10-24,01:21:04,Ship,-26,WH02,,21.62,,,EMP00036
INV0000446,CLTH-000356,2022-12-03,05:17:37,Receive,123,WH03,,115.59,14217.57,PO40466,EMP00031
INV0000447,JEWL-002695,2021-04-27,11:42:48,Receive,92,WH01,,244.32,22477.44,PO87947,EMP00049
INV0000448,BEAU-001333,2022-12-17,22:10:28,Ship,-44,WH05,,4.68,,,EMP00052
INV0000449,SPRT-001694,2022-06-22,21:42:52,Receive,58,WH04,,78.55,4555.9,PO68007,EMP00012
INV0000450,SPRT-001778,2020-06-13,05:30:46,Receive,105,WH04,,87.56,9193.8,PO79480,EMP00072
INV0000451,HOME-000635,2020-12-26,19:28:11,Receive,10,WH01,,48.81,488.1,PO28007,EMP00037
INV0000452,AUTO-002063,2023-11-27,14:33:30,Ship,-39,WH04,,73.85,,,EMP00090
INV0000453,FURN-002920,2022-04-13,15:10:03,Adjust,-8,WH02,,547.05,,,EMP00054
INV0000454,FURN-002773,2021-09-01,12:48:04,Receive,44,WH01,,60.58,2665.52,PO54710,EMP00023
INV0000455,ELEC-000138,2021-03-09,17:26:46,Receive,163,WH04,,800.06,130409.78,PO79969,EMP00068
INV0000456,AUTO-002017,2022-03-01,06:21:38,Ship,-20,WH08,,453.29,,,EMP00069
INV0000457,GROC-000795,2019-12-02,07:26:50,Receive,63,WH01,,16.99,1070.37,PO18479,EMP00015
INV0000458,GRDN-003143,2023-04-06,00:51:45,Ship,-46,WH04,,44.0,,,EMP00099
INV0000459,BOOK-002409,2021-01-08,14:45:49,Receive,81,WH02,,44.46,3601.26,PO77300,EMP00092
INV0000460,BOOK-002351,2021-08-28,01:16:55,Count,0,WH05,,3.2,,,EMP00036
INV0000461,BEAU-001285,2023-05-07,08:33:11,Receive,192,WH02,,55.66,10686.72,PO61244,EMP00052
INV0000462,BEAU-001279,2020-12-25,15:29:53,Receive,36,WH06,,42.57,1532.52,PO60567,EMP00050
INV0000463,BEAU-001386,2022-03-21,05:52:35,Receive,62,WH04,,28.63,1775.06,PO55736,EMP00078
INV0000464,ELEC-000130,2023-05-16,08:37:36,Adjust,-9,WH07,,445.91,,,EMP00050
INV0000465,ELEC-000149,2020-07-17,22:43:18,Receive,87,WH05,,617.2,53696.4,PO80067,EMP00098
INV0000466,FURN-002891,2022-10-01,03:49:28,Ship,-39,WH04,,626.51,,,EMP00061
INV0000467,GROC-001113,2021-10-01,04:38:48,Ship,-41,WH06,,31.35,,,EMP00058
INV0000468,BOOK-002390,2023-05-23,17:18:56,Receive,144,WH07,,20.22,2911.68,PO76869,EMP00004
INV0000469,GROC-001017,2021-08-22,05:54:52,Receive,172,WH05,,31.2,5366.4,PO69584,EMP00067
INV0000470,FURN-002961,2023-05-11,08:42:14,Ship,-20,WH02,,290.05,,,EMP00060
INV0000471,GROC-001065,2020-08-02,18:21:02,Ship,-10,WH08,,168.07,,,EMP00082
INV0000472,HOME-000560,2022-11-05,14:37:16,Receive,56,WH08,,87.69,4910.64,PO12786,EMP00013
INV0000473,HOME-000656,2023-04-27,14:17:27,Receive,140,WH05,,9.92,1388.8,PO61980,EMP00048
INV0000474,BOOK-002254,2021-01-03,20:50:00,Receive,18,WH01,,16.98,305.64,PO40051,EMP00026
INV0000475,AUTO-002039,2020-05-12,11:40:13,Receive,96,WH05,,115.7,11107.2,PO54180,EMP00037
INV0000476,AUTO-002142,2023-03-08,11:51:17,Receive,99,WH07,,12.54,1241.46,PO47438,EMP00021
INV0000477,BEAU-001427,2019-12-01,13:26:42,Receive,100,WH03,,28.55,2855.0,PO94799,EMP00063
INV0000478,SPRT-001688,2019-10-07,17:08:23,Ship,-44,WH06,,88.93,,,EMP00096
INV0000479,GRDN-003295,2021-12-03,03:05:31,Ship,-44,WH03,,36.91,,,EMP00054
INV0000480,SPRT-001749,2019-09-20,21:02:52,Ship,-25,WH05,,48.22,,,EMP00003
INV0000481,SPRT-001486,2023-07-06,10:32:10,Adjust,-10,WH02,,72.4,,,EMP00096
INV0000482,GRDN-003242,2019-12-10,21:57:12,Receive,191,WH02,,24.28,4637.48,PO13698,EMP00093
INV0000483,FURN-003029,2022-11-25,21:26:23,Receive,182,WH05,,315.04,57337.28,PO47918,EMP00044
INV0000484,JEWL-002573,2020-08-10,19:40:41,Receive,149,WH01,,64.1,9550.9,PO27750,EMP00007
INV0000485,GROC-000786,2020-09-19,21:24:51,Receive,161,WH04,,239.79,38606.19,PO50863,EMP00097
INV0000486,BOOK-002277,2023-11-01,10:37:41,Receive,40,WH07,,23.99,959.6,PO59920,EMP00084
INV0000487,AUTO-002145,2021-10-07,23:32:47,Receive,132,WH01,,103.25,13629.0,PO74608,EMP00081
INV0000488,AUTO-002137,2020-11-14,09:13:59,Receive,151,WH03,,162.58,24549.58,PO85623,EMP00090
INV0000489,FURN-002795,2023-07-18,11:00:41,Receive,78,WH06,,848.33,66169.74,PO72675,EMP00001
INV0000490,CLTH-000369,2022-03-29,22:23:14,Ship,-2,WH04,,69.55,,,EMP00087
INV0000491,AUTO-002110,2023-04-26,09:31:20,Return,1,WH02,,77.77,77.77,,EMP00034
INV0000492,CLTH-000194,2019-10-08,11:40:18,Ship,-30,WH02,,80.52,,,EMP00071
INV0000493,GROC-000943,2022-05-24,04:26:46,Adjust,0,WH08,,10.81,,,EMP00040
INV0000494,GROC-000851,2022-10-03,14:00:29,Receive,67,WH02,,19.53,1308.51,PO90529,EMP00040
INV0000495,ELEC-000073,2023-06-06,23:05:43,Receive,158,WH08,,2441.45,385749.1,PO64156,EMP00078
INV0000496,FURN-002843,2020-11-25,01:44:04,Adjust,-10,WH01,,637.65,,,EMP00015
INV0000497,GRDN-003236,2020-12-27,23:20:29,Return,5,WH01,,28.21,141.05,,EMP00005
INV0000498,GRDN-003242,2022-12-05,13:20:17,Receive,138,WH07,,24.28,3350.64,PO51646,EMP00033
INV0000499,BEAU-001234,2021-04-09,09:13:09,Receive,53,WH01,,40.28,2134.84,PO94618,EMP00066
INV0000500,CLTH-000241,2023-06-23,16:53:20,Receive,113,WH01,,18.05,2039.65,PO96967,EMP00067
INV0000501,GROC-001019,2020-04-17,19:15:03,Ship,-41,WH03,,36.44,,,EMP00046
INV0000502,CLTH-000236,2021-08-30,07:49:55,Ship,-27,WH07,,128.85,,,EMP00020
INV0000503,GRDN-003151,2022-09-09,21:49:59,Receive,178,WH02,,19.84,3531.52,PO32252,EMP00089
INV0000504,TOYS-001970,2021-08-18,23:48:36,Receive,197,WH03,,21.26,4188.22,PO80416,EMP00093
INV0000505,HOME-000717,2023-07-20,04:29:48,Adjust,6,WH01,,61.62,369.72,,EMP00012
INV0000506,JEWL-002497,2020-08-07,05:40:24,Receive,152,WH06,,548.66,83396.32,PO68741,EMP00098
